Unnamed: 0,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Spent,functional_foods,food
1030,5204,43,Graduation,Together,74538.0,0,0,29-06-2013,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,3,11,1,1461,520,941
1031,9220,43,Graduation,Single,91700.0,0,0,17-01-2013,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,3,11,1,1968,710,1258
1032,9888,45,Graduation,Together,68695.0,0,0,25-06-2014,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0,1091,548,543
1033,5263,37,2n Cycle,Married,31056.0,1,0,22-01-2013,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,3,11,0,55,29,26
1034,1020,41,Graduation,Married,79593.0,0,0,12-05-2014,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,1366,628,738
1035,9503,34,Graduation,Single,28071.0,0,0,29-08-2012,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,3,11,0,313,109,204
1036,10613,56,PhD,Together,37334.0,1,1,26-02-2014,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,3,11,0,62,43,19
1037,67,42,Master,Single,46423.0,1,1,18-09-2013,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,0,92,76,16
1038,6019,43,PhD,Married,37126.0,1,0,30-03-2014,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,3,11,1,72,56,16
1039,5863,61,Graduation,Married,47703.0,0,1,29-05-2013,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,3,11,0,655,508,147
1040,3717,55,Graduation,Married,61180.0,0,1,23-04-2014,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,3,11,0,704,645,59
1041,6730,60,Graduation,Married,38998.0,1,1,03-11-2012,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,3,11,0,54,39,15
1043,4998,52,Graduation,Together,76081.0,0,0,23-05-2014,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,1033,525,508
1044,6287,28,Graduation,Together,34728.0,1,0,30-07-2013,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,3,11,1,36,20,16
1045,5985,49,Master,Single,33168.0,0,1,13-10-2012,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,3,11,0,122,84,38
1046,4754,48,Master,Married,33585.0,0,1,25-09-2013,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,3,11,0,122,65,57
1047,4002,54,PhD,Married,77037.0,0,1,13-10-2013,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,3,11,0,1123,526,597
1048,8870,30,Graduation,Together,35196.0,1,0,13-11-2012,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,1,497,301,196
1049,966,48,Graduation,Married,44529.0,0,1,05-07-2013,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,3,11,0,691,570,121
1050,4767,49,2n Cycle,Married,70924.0,0,0,07-04-2014,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,1363,863,500
1051,9725,48,PhD,Together,28764.0,1,1,05-06-2014,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,3,11,0,12,9,3
1053,5740,44,2n Cycle,Divorced,25959.0,1,1,14-02-2013,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,3,11,1,56,35,21
1054,5731,31,Master,Married,27100.0,1,0,05-04-2013,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0,37,22,15
1055,7290,29,Graduation,Single,70596.0,0,0,05-10-2012,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,968,373,595
1056,3846,40,Graduation,Married,42557.0,0,1,29-08-2012,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,3,11,0,270,212,58
1057,8104,63,PhD,Married,53312.0,0,0,09-08-2013,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0,278,266,12
1058,4507,62,Graduation,Single,72228.0,0,0,27-11-2012,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,3,11,0,1250,701,549
1059,11013,27,Graduation,Together,67605.0,0,0,31-03-2013,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,938,444,494
1060,4491,65,Master,Married,62845.0,1,1,01-10-2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,0,1178,1133,45
1061,3759,56,Graduation,Together,65196.0,0,2,25-07-2013,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,3,11,0,1155,943,212
1062,1162,27,PhD,Single,42000.0,0,0,10-01-2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1,653,218,435
1063,2055,41,PhD,Divorced,35860.0,1,1,19-05-2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,49,37,12
1064,10766,50,PhD,Married,65526.0,0,1,11-04-2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,0,506,406,100
1065,4415,53,Graduation,Married,16860.0,1,1,12-09-2012,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,3,11,0,38,27,11
1066,3005,22,Graduation,Single,83528.0,0,0,01-05-2014,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,1,1650,721,929
1067,2223,49,2n Cycle,Divorced,64176.0,0,1,03-08-2012,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,3,11,0,1826,1480,346
1068,4817,58,Graduation,Divorced,22304.0,0,0,04-08-2012,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,18,9,9
1069,2875,36,Graduation,Married,67023.0,0,0,04-03-2014,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,3,11,0,906,469,437
1070,10536,43,PhD,Together,32892.0,1,0,25-05-2014,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0,46,29,17
1071,11112,48,Graduation,Together,70713.0,0,1,03-12-2012,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0,1477,1002,475
1072,3807,59,Graduation,Together,59925.0,0,1,30-11-2012,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0,766,550,216
1073,9197,61,Graduation,Married,39722.0,0,1,24-02-2014,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,3,11,0,47,40,7
1074,10832,56,Graduation,Together,46610.0,0,0,18-07-2013,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,3,11,0,467,423,44
1076,4207,33,PhD,Married,87171.0,0,0,01-05-2013,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,3,11,0,1298,1089,209
1077,577,38,2n Cycle,Together,26907.0,1,1,20-08-2013,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,22,14,8
1078,10855,46,Master,Single,50014.0,1,0,22-01-2014,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,3,11,0,396,286,110
1079,3081,36,PhD,Married,41014.0,1,0,22-04-2013,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,20,10,10
1080,3535,49,Graduation,Single,66294.0,0,0,17-03-2014,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,0,967,460,507
1081,247,43,Graduation,Married,36715.0,1,0,17-11-2012,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,3,11,1,357,201,156
1082,8707,58,Graduation,Married,79456.0,0,0,22-08-2012,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,1401,747,654
1083,9523,32,Graduation,Together,40479.0,1,0,17-08-2013,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,15,5,10
1085,6295,37,Graduation,Married,54233.0,0,1,04-02-2013,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,3,11,0,981,794,187
1086,10914,44,Graduation,Single,24163.0,1,1,12-10-2013,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0,17,7,10
1087,1509,56,PhD,Together,84460.0,0,0,04-01-2013,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,1,523,287,236
1088,5577,31,Graduation,Together,43776.0,1,0,03-05-2014,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0,23,12,11
1089,7348,56,PhD,Single,71691.0,0,0,17-03-2014,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,1,1192,411,781
1090,1127,41,PhD,Married,85844.0,0,0,29-05-2014,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,3,11,0,1958,1071,887
1091,1833,40,PhD,Single,39190.0,1,0,26-04-2014,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,3,11,0,133,88,45
1092,4944,55,Graduation,Together,71367.0,0,0,23-08-2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,777,323,454
1093,9080,42,PhD,Single,38578.0,1,1,22-06-2013,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0,73,44,29
1094,6466,49,PhD,Married,57236.0,1,1,12-03-2014,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,3,11,0,121,110,11
1095,9964,35,Graduation,Single,61825.0,0,1,07-08-2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,424,219,205
1096,4790,56,Graduation,Divorced,79803.0,0,1,02-06-2014,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,3,11,0,868,623,245
1097,10245,28,2n Cycle,Single,80910.0,0,0,31-10-2012,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,3,11,0,756,240,516
1098,1109,32,Master,Together,27590.0,1,0,23-04-2013,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,12,7,5
1099,6001,35,Graduation,Married,56775.0,0,1,02-01-2013,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,3,11,0,937,684,253
1100,5538,39,Graduation,Divorced,83829.0,0,0,08-10-2013,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,1862,1085,777
1101,10552,35,2n Cycle,Married,54210.0,0,1,20-05-2013,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,3,11,0,367,124,243
1102,1545,28,Graduation,Married,38508.0,1,0,02-08-2013,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,0,443,193,250
1103,7409,44,Graduation,Together,53187.0,1,0,26-10-2013,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0,267,228,39
1104,4444,42,Graduation,Married,30023.0,1,0,24-03-2014,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,3,11,0,61,38,23
1105,146,54,PhD,Single,76045.0,0,0,15-11-2013,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0,1323,853,470
1106,6271,62,PhD,Married,50870.0,0,1,19-06-2014,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,3,11,0,63,55,8
1107,10065,44,2n Cycle,Married,15315.0,0,0,03-08-2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,64,32,32
1108,4741,40,2n Cycle,Married,65463.0,1,0,30-01-2014,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,3,11,0,562,439,123
1109,246,49,Graduation,Married,66480.0,1,1,31-05-2014,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,3,11,0,312,226,86
1110,375,60,Graduation,Divorced,76773.0,0,0,25-02-2013,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,3,11,0,1156,565,591
1111,1524,31,2n Cycle,Single,81698.0,0,0,01-03-2013,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,3,11,1,1104,914,190
1112,10022,41,PhD,Single,54466.0,1,1,09-02-2014,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0,16,12,4
1114,11010,30,PhD,Single,16269.0,1,0,30-08-2013,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,44,20,24
1115,4356,43,Graduation,Together,71819.0,0,1,28-08-2013,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0,1574,1406,168
1116,3885,31,PhD,Married,33569.0,1,0,16-10-2013,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,3,11,1,63,40,23
1117,1175,31,Master,Married,36262.0,0,0,20-09-2013,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1,426,269,157
1118,880,48,Basic,Together,22634.0,0,0,16-01-2013,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,96,54,42
1119,2320,36,2n Cycle,Married,47025.0,0,1,12-09-2013,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,3,11,0,635,542,93
1120,850,46,Graduation,Single,70566.0,0,1,06-10-2013,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,3,11,0,757,430,327
1121,4713,35,PhD,Married,31605.0,1,0,22-11-2012,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,3,11,0,125,81,44
1122,675,41,Master,Divorced,52034.0,1,1,17-05-2013,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,3,11,0,332,232,100
1123,5025,35,Graduation,Single,48526.0,1,0,24-12-2013,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,3,11,0,135,52,83
1124,2308,60,Graduation,Married,46734.0,0,1,18-11-2012,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0,330,162,168
1125,5995,52,Graduation,Divorced,39552.0,1,1,18-12-2012,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1,384,230,154
1126,6749,48,Graduation,Single,86358.0,1,1,08-08-2012,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0,1722,1099,623
1127,1010,37,Graduation,Together,46931.0,2,1,24-04-2014,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,3,11,0,78,58,20
1128,8977,29,Basic,Single,16581.0,0,0,12-01-2013,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,3,11,0,24,15,9
1129,4756,62,2n Cycle,Divorced,63998.0,0,0,20-12-2013,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,1,1168,321,847
1130,3412,63,Master,Married,67381.0,0,1,15-01-2013,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0,957,885,72
1131,606,47,Graduation,Single,25930.0,1,1,10-10-2013,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,15,10,5
1132,5961,36,Graduation,Married,42693.0,1,0,07-06-2014,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0,57,27,30
1133,2975,38,Graduation,Together,85606.0,0,1,12-11-2012,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0,1956,831,1125
1135,7613,40,2n Cycle,Together,49669.0,1,0,24-05-2014,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0,326,203,123
1136,10542,46,PhD,Married,36778.0,1,1,05-08-2012,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,77,37,40
1137,8015,52,PhD,Divorced,85696.0,0,0,03-05-2013,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,1313,726,587
1139,11166,53,Graduation,Married,49678.0,0,1,02-02-2013,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,315,251,64
1140,849,61,Master,Together,56129.0,0,1,20-06-2013,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,660,440,220
1141,523,25,Graduation,Married,37155.0,1,0,31-01-2013,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,74,41,33
1142,4066,36,2n Cycle,Divorced,21282.0,1,0,11-05-2014,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0,46,29,17
1143,8414,52,PhD,Single,33419.0,0,1,17-08-2013,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0,86,74,12
1144,819,69,Graduation,Widow,63285.0,0,0,05-11-2013,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,1103,680,423
1145,4961,40,Master,Together,21255.0,1,0,21-01-2014,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,61,34,27
1146,749,33,Graduation,Together,42162.0,1,0,19-11-2013,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,145,77,68
1147,5430,58,Graduation,Together,54450.0,1,1,14-09-2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,684,505,179
1148,7755,60,PhD,Married,57744.0,0,1,12-11-2013,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,411,369,42
1149,10525,28,Graduation,Single,26576.0,1,0,13-10-2012,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,27,19,8
1150,1453,71,PhD,Widow,57513.0,0,0,06-07-2013,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,1060,785,275
1151,8310,50,Graduation,Together,68142.0,0,1,29-08-2012,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,1459,1046,413
1153,5031,40,Graduation,Together,83145.0,0,0,22-09-2012,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,1833,1028,805
1154,2613,54,Master,Married,54197.0,0,1,03-04-2014,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,237,188,49
1155,213,51,PhD,Single,23091.0,1,1,28-05-2014,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,48,37,11
1156,967,38,Graduation,Married,46049.0,1,1,21-07-2013,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,515,375,140
1157,1077,40,Graduation,Together,56715.0,0,0,05-12-2012,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,1020,439,581
1158,7959,53,Graduation,Married,79410.0,0,0,29-05-2014,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,1370,684,686
1159,640,63,Graduation,Married,57304.0,0,1,11-03-2013,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,1026,479,547
1160,4252,49,Graduation,Married,44375.0,0,1,23-03-2014,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,301,261,40
1161,8432,58,Graduation,Together,54450.0,1,1,14-09-2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,684,505,179
1162,6218,49,Graduation,Married,59594.0,0,1,20-10-2012,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,499,466,33
1163,6905,20,Graduation,Together,80685.0,0,0,22-08-2012,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,1004,321,683
1164,5922,40,PhD,Married,40344.0,0,1,13-10-2013,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,218,212,6
1165,3598,42,Graduation,Married,62710.0,0,1,23-05-2013,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,606,481,125
1166,6116,46,2n Cycle,Married,48985.0,0,1,05-07-2013,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,75,34,41
1167,6263,46,Graduation,Together,35322.0,1,2,22-08-2012,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,106,48,58
1168,10486,66,Graduation,Married,77142.0,0,0,29-05-2013,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,990,724,266
1169,2410,45,Graduation,Single,81657.0,0,0,22-01-2014,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,1097,474,623
1170,193,18,Basic,Married,14421.0,0,0,17-02-2014,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,16,11,5
1171,3363,40,2n Cycle,Married,20130.0,0,0,17-03-2014,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,34,18,16
1172,8278,24,PhD,Married,74214.0,0,0,26-08-2012,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,1711,995,716
1173,10660,57,Master,Married,66726.0,1,1,12-01-2014,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,438,396,42
1174,8686,35,Basic,Together,23724.0,1,0,08-01-2013,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,75,37,38
1175,1604,54,Master,Married,47353.0,0,1,13-11-2013,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,225,196,29
1176,5907,62,Master,Married,33444.0,1,1,03-11-2012,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,18,10,8
1177,10669,33,Graduation,Married,54386.0,0,1,17-05-2013,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,470,323,147
1178,2918,33,Graduation,Divorced,28510.0,1,1,13-04-2013,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,91,67,24
1180,359,64,Graduation,Together,48070.0,0,1,13-01-2013,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,504,401,103
1181,8387,57,Graduation,Married,43140.0,0,1,05-01-2013,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,235,145,90
1182,1829,53,PhD,Divorced,54959.0,0,1,19-01-2013,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,1232,1172,60
1183,3839,56,Basic,Single,15056.0,1,1,03-05-2013,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,88,52,36
1184,9392,43,Graduation,Single,26954.0,1,0,08-05-2014,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,17,5,12
1185,2292,29,Graduation,Single,22327.0,1,0,02-08-2013,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,24,10,14
1186,10466,49,Graduation,Married,44393.0,1,1,22-08-2013,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,60,36,24
1187,9855,62,PhD,Single,62000.0,0,1,25-08-2013,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,1020,919,101
1188,4088,52,PhD,Together,31497.0,0,1,06-12-2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,155,113,42
1189,5231,40,2n Cycle,Married,45894.0,0,2,27-02-2014,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,51,42,9
1190,590,44,Master,Divorced,78579.0,0,0,22-12-2012,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,1812,981,831
1191,8732,45,Master,Widow,67369.0,0,1,17-11-2012,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,1461,1354,107
1192,2315,54,Graduation,Divorced,58401.0,0,1,20-04-2014,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,96,68,28
1193,3515,62,Graduation,Single,62307.0,0,1,17-02-2014,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,160,103,57
1194,2245,45,Master,Married,43641.0,1,1,22-04-2013,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,139,82,57
1195,6283,46,Master,Divorced,63841.0,0,1,21-04-2013,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,908,773,135
1196,2246,49,2n Cycle,Married,46891.0,0,1,01-09-2013,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,183,119,64
1197,6606,45,Master,Married,70091.0,1,0,31-03-2013,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,1161,975,186
1198,5545,42,PhD,Married,78075.0,0,0,05-04-2014,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,988,687,301
1199,7342,53,2n Cycle,Widow,59184.0,0,1,09-09-2012,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,1072,558,514
1200,837,37,Graduation,Married,54809.0,1,1,11-09-2013,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,174,98,76
1201,9500,55,Graduation,Married,58113.0,0,1,25-01-2013,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,758,383,375
1202,3602,56,Master,Married,51412.0,0,1,31-12-2013,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,195,159,36
1203,234,35,Graduation,Divorced,15287.0,1,0,10-10-2012,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,31,17,14
1204,2995,57,Master,Together,66636.0,0,0,17-08-2013,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,1084,301,783
1205,1118,58,Master,Married,50965.0,0,1,20-02-2013,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,685,579,106
1206,7789,49,PhD,Married,84618.0,0,0,22-11-2013,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,1672,750,922
1207,3068,24,Graduation,Married,18351.0,0,0,29-10-2013,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,43,22,21
1208,8955,57,PhD,Together,40451.0,0,2,16-02-2014,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,49,45,4
1209,945,49,Graduation,Together,36317.0,0,1,22-05-2013,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,133,102,31
